PitchNo,Date,Time,Pitcher,PitcherId,PitcherThrows,PitcherTeam,PitcherSet,TaggedPitchType,PitchSession,Flag,RelSpeed,VertRelAngle,HorzRelAngle,SpinRate,SpinAxis,Tilt,RelHeight,RelSide,Extension,VertBreak,InducedVertBreak,HorzBreak,PlateLocHeight,PlateLocSide,ZoneSpeed,VertApprAngle,HorzApprAngle,ZoneTime,pfxx,pfxz,x0,y0,z0,vx0,vy0,vz0,ax0,ay0,az0,PlayID,CalibrationId,EffVelocity,PracticeType,Device,Direction,BatterId,Batter,HitSpinRate,HitType,ExitSpeed,BatterSide,Angle,PositionAt110X,PositionAt110Y,PositionAt110Z,Distance,LastTrackedDistance,HangTime,Bearing,ContactPositionX,ContactPositionY,ContactPositionZ,SpinAxis3dTransverseAngle,SpinAxis3dLongitudinalAngle,SpinAxis3dActiveSpinRate,SpinAxis3dSpinEfficiency,SpinAxis3dTilt
1,2026-02-05,11:37:48.64,"Gausman, Kevin",592332,Right,,,,Live,,79.07278,-0.3140767552,-2.986777796,1833.385903,203.8002127,12:45,6.29764,1.75152,7.40878,-25.05845,17.81938,7.88473,3.92579,-0.28761,70.86671,-5.20526879,-1.445240269,0.4712895586,-5.56162,10.32138,-1.59235,50,6.27394,5.84779,-115.11307,-1.13528,-7.28235,26.17887,-18.6593,55adf6b5-6a91-4d94-8c01-2588b011cd2f,445b45d1-5f10-44ea-80ef-9745841da524,79.97724,Pitching,22280001,,,,,,,,,,,,,,,,,,,210.0898003,17.01978249,1753.090479,0.9562037519,1:00
2,2026-02-05,11:38:05.24,"Gausman, Kevin",592332,Right,,,Fastball,Live,,88.01457,-1.506919129,-3.856841715,2100.594997,220.4037394,1:15,6.0436,2.29957,5.5344,-20.96084,16.29067,13.89847,2.88497,-0.1523,78.81911,-5.453345929,-1.23643057,0.4392819482,-8.74097,9.22796,-1.97382,50,5.89909,8.13331,-127.54246,-4.06436,-14.10658,31.18673,-17.28155,82faa776-0167-4cb0-b6a2-38161cb0702f,445b45d1-5f10-44ea-80ef-9745841da524,85.80466,Pitching,22280001,,,,,,,,,,,,,,,,,,,191.9288189,11.40495766,2059.116791,0.9802540682,12:30
3,2026-02-05,11:38:15.36,"Gausman, Kevin",592332,Right,,,Fastball,Live,,87.8496,-0.3689187471,-3.148504094,2181.1756,217.6901471,1:15,6.04003,2.21255,5.82979,-19.55263,17.4487,13.52138,4.06723,0.41,78.35762,-4.082923114,-0.5787401757,0.4378043732,-8.41578,9.57348,-1.96347,50,5.99861,6.58359,-127.48074,-1.44209,-13.5191,32.02781,-16.79521,6ed53a26-eb20-4a1a-9127-d3256e20863d,445b45d1-5f10-44ea-80ef-9745841da524,86.09425,Pitching,22280001,,,,,,,,,,,,,,,,,,,205.2816324,12.08278063,2132.854251,0.9778461902,12:45
4,2026-02-05,11:38:24.72,"Gausman, Kevin",592332,Right,,,Fastball,Live,,87.39364,-1.332039416,-2.505589999,2224.939393,210.0175864,1:00,6.04893,2.14681,5.63913,-16.92768,20.73811,12.00098,3.39438,0.80824,77.94716,-4.535154105,-0.23063695,0.4417178819,-7.32982,11.61766,-1.94157,50,5.92527,5.15777,-126.80595,-3.50304,-11.64372,31.82244,-13.71893,49cfa6a7-6bc4-4e32-b3aa-63742ed9f678,445b45d1-5f10-44ea-80ef-9745841da524,85.33148,Pitching,22280001,,,,,,,,,,,,,,,,,,,210.9889195,13.01570051,2167.777109,0.9743083859,1:00
5,2026-02-05,11:38:32.72,"Gausman, Kevin",592332,Right,,,Fastball,Live,,86.90055,-1.689160674,-3.595202076,2039.587949,220.3523071,1:15,5.91486,2.32473,,-22.16193,17.00985,14.47934,2.47072,0.13485,77.36212,-5.834675479,-0.8802290827,0.4504618515,-8.90026,9.55601,-1.9919,50,5.73604,7.38768,-125.77504,-4.50442,-13.88516,31.71124,-17.26587,5109f255-37f3-4279-a6f3-f73358af2c0d,445b45d1-5f10-44ea-80ef-9745841da524,,Pitching,22280001,,,,,,,,,,,,,,,,,,,211.4507885,10.98176205,2002.23875,0.9816878706,1:00
6,2026-02-05,11:38:46.14,"Gausman, Kevin",592332,Right,,,Fastball,Live,,87.98606,-2.890421945,-4.371407902,2224.966056,203.1946459,12:45,5.86415,2.19736,,-15.80798,19.29969,8.28218,1.9221,-1.07481,78.64116,-5.96201425,-2.759238691,0.426454167,-6.27294,12.02863,-1.95135,50,5.69491,9.56765,-127.67849,-6.8329,-10.08599,32.64972,-12.83375,dec8fbbb-0fe6-4f3b-8ae6-96a13b94e054,445b45d1-5f10-44ea-80ef-9745841da524,,Pitching,22280001,,,,,,,,,,,,,,,,,,,,14.92869955,2149.867132,0.9662471599,
7,2026-02-05,11:39:04.58,"Gausman, Kevin",592332,Right,,,Fastball,Live,,89.80824,-3.354361973,-2.784762516,2209.11007,221.0026683,1:15,5.98953,2.28911,6.33182,-17.878,16.878,14.65431,1.40418,0.94439,80.54203,-6.760513855,0.02447265028,0.4243129644,-9.02995,10.45249,-2.09325,50,5.73653,5.90496,-130.28394,-8.17253,-15.17411,33.06722,-14.60946,bd407d87-e5df-48a6-898f-20e9dee7c4b0,445b45d1-5f10-44ea-80ef-9745841da524,88.83169,Pitching,22280001,,,,,,,,,,,,,,,,,,,,12.10387407,2159.999479,0.9777690611,
8,2026-02-05,11:39:19.81,"Gausman, Kevin",592332,Right,,,Fastball,Live,,90.04861,-3.445655097,-3.639551844,2182.017037,222.2108741,1:30,5.94997,2.20923,6.81546,-18.56476,15.3528,13.90674,1.24947,0.04348,80.95149,-7.010169405,-0.9554560275,0.4191637689,-9.02423,9.77108,-1.98007,50,5.72072,7.9393,-130.64511,-8.37704,-15.27717,32.78367,-15.63253,e787eb79-85e3-4a2e-9071-276506f84494,445b45d1-5f10-44ea-80ef-9745841da524,89.92294,Pitching,22280001,,,,,,,,,,,,,,,,,,,,9.93144455,2149.319122,0.9850148212,
9,2026-02-05,11:39:34.81,"Gausman, Kevin",592332,Right,,,Fastball,Live,,90.0762,-3.233678746,-3.702848472,2179.365229,207.6826717,1:00,5.86373,2.14387,6.06448,-15.34433,19.63614,10.30233,1.58329,-0.42882,80.59749,-6.147477363,-1.740157296,0.4256810003,-6.89794,11.83136,-1.86225,50,5.60452,8.12494,-130.50086,-7.86614,-11.62709,33.24167,-12.23125,e49c167e-d60e-4137-9eec-721e2d108f1a,445b45d1-5f10-44ea-80ef-9745841da524,88.54621,Pitching,22280001,,,,,,,,,,,,,,,,,,,,11.93279144,2132.270912,0.9783908103,
10,2026-02-05,11:39:49.82,"Gausman, Kevin",592332,Right,,,Fastball,Live,,91.04999,-3.238604865,-4.602883199,2167.340699,208.4516614,1:00,6.01211,2.27901,,-16.04183,20.27175,10.99182,1.57917,-1.19597,81.42503,-6.199902192,-2.570611502,0.4337164744,-7.22842,11.56827,-1.80932,50,5.65952,10.14077,-131.41123,-8.10057,-12.39164,32.95075,-12.34262,b365e249-ddab-448b-9cc5-e395ad1a75b9,445b45d1-5f10-44ea-80ef-9745841da524,,Pitching,22280001,,,,,,,,,,,,,,,,,,,204.0595981,14.80028074,2095.432966,0.9668221369,12:45
