PitchNo,Date,Time,Pitcher,PitcherId,PitcherThrows,PitcherTeam,PitcherSet,TaggedPitchType,PitchSession,Flag,RelSpeed,VertRelAngle,HorzRelAngle,SpinRate,SpinAxis,Tilt,RelHeight,RelSide,Extension,VertBreak,InducedVertBreak,HorzBreak,PlateLocHeight,PlateLocSide,ZoneSpeed,VertApprAngle,HorzApprAngle,ZoneTime,pfxx,pfxz,x0,y0,z0,vx0,vy0,vz0,ax0,ay0,az0,PlayID,CalibrationId,EffVelocity,PracticeType,Device,Direction,BatterId,Batter,HitSpinRate,HitType,ExitSpeed,BatterSide,Angle,PositionAt110X,PositionAt110Y,PositionAt110Z,Distance,LastTrackedDistance,HangTime,Bearing,ContactPositionX,ContactPositionY,ContactPositionZ,SpinAxis3dTransverseAngle,SpinAxis3dLongitudinalAngle,SpinAxis3dActiveSpinRate,SpinAxis3dSpinEfficiency,SpinAxis3dTilt
1,2025-09-17,12:29:49.79,,,,,,,Live,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0c6bff0e-4586-4b25-bda3-406fa53e4227,dc4131da-4e5d-447a-8962-d98e58678894,,Hitting,22270010,-7.923203642,10148770,"Clauss, Ethan",1795.875991,LineDrive,60.53083,Right,11.4651403,,,,102.37717,41.80645,1.265207146,-8.630666721,1.69031,2.86655,-0.51012,,,,,
2,2025-09-17,12:30:10.02,,,,,,,Live,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,063a408d-f2bf-4f55-90ff-bd4922a9b60b,dc4131da-4e5d-447a-8962-d98e58678894,,Hitting,22270010,-10.91750473,10148770,"Clauss, Ethan",3601.341468,FlyBall,72.50191,Right,25.40726691,,,,200.06684,24.73982,2.777483747,-21.9501148,1.86365,2.90485,-0.53513,,,,,
3,2025-09-17,12:30:25.63,,,,,,,Live,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,90041726-ec97-4c7d-a24e-a4d821140f27,dc4131da-4e5d-447a-8962-d98e58678894,,Hitting,22270010,4.331321476,10148770,"Clauss, Ethan",952.7902908,GroundBall,90.77243,Right,5.531025808,,,,124.31991,67.18507,1.025628751,6.758229232,2.98689,2.94377,-0.2425,,,,,
4,2025-09-17,12:30:38.69,,,,,,,Live,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8b2ca4dd-207d-438c-a571-f8a3ca72f7f5,dc4131da-4e5d-447a-8962-d98e58678894,,Hitting,22270010,3.261795982,10148770,"Clauss, Ethan",1108.530651,GroundBall,86.93869,Right,4.347465475,,,,101.41956,50.38054,0.8655543616,-0.6254721898,2.12027,2.93932,-0.45834,,,,,
5,2025-09-17,12:30:50.48,,,,,,,Live,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,aaf5be7c-fb06-4dea-a8ed-0a00f5682ecf,dc4131da-4e5d-447a-8962-d98e58678894,,Hitting,22270010,-0.7285251276,10148770,"Clauss, Ethan",1399.399613,GroundBall,83.4661,Right,8.704183993,,,,158.65379,74.83187,1.551889788,-7.262367746,2.0346,3.00463,-0.44207,,,,,
6,2025-09-17,12:31:08.72,,,,,,,Live,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9f6e139f-a8cb-43d7-8482-db29e7641ed4,dc4131da-4e5d-447a-8962-d98e58678894,,Hitting,22270010,-4.559419529,10148770,"Clauss, Ethan",2070.377039,LineDrive,71.64757,Right,14.18176137,,,,168.96302,54.00349,1.974204592,-9.893888975,1.7081,3.02603,-0.53119,,,,,
7,2025-09-17,12:31:21.15,,,,,,,Live,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9373f524-432a-4c41-a160-c63cdbdaa7e0,dc4131da-4e5d-447a-8962-d98e58678894,,Hitting,22270010,-3.295773913,10148770,"Clauss, Ethan",1248.089744,GroundBall,76.00789,Right,5.634319893,,,,90.28051,69.32071,0.8623446977,-5.328904253,2.00191,2.96347,-0.57224,,,,,
8,2025-09-17,12:31:35.43,,,,,,,Live,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,c4bac03a-aab9-4f14-a614-b815dbe2298e,dc4131da-4e5d-447a-8962-d98e58678894,,Hitting,22270010,5.786277542,10148770,"Clauss, Ethan",2370.455465,GroundBall,81.23835,Right,-1.981167181,,,,39.9141,40.05555,0.3254201636,4.790280663,2.44639,2.93273,-0.49702,,,,,
9,2025-09-17,12:31:52.74,,,,,,,Live,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,90c5c7cd-eff4-4ddb-a1bf-f34f674e6dba,dc4131da-4e5d-447a-8962-d98e58678894,,Hitting,22270010,0.4553617805,10148770,"Clauss, Ethan",1496.924963,GroundBall,84.11205,Right,9.839588562,,,,167.82285,74.57638,1.643622286,-6.154144791,1.98404,3.01447,-0.57434,,,,,
10,2025-09-17,12:33:09.64,,,,,,,Live,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,c24988c3-9168-4750-8b75-e6c6ed9635b7,dc4131da-4e5d-447a-8962-d98e58678894,,Hitting,22270010,8.773408398,10148770,"Clauss, Ethan",3125.113027,GroundBall,88.76895,Right,-0.513515727,,,,39.70015,40.38633,0.2972938969,7.595457465,2.71694,2.84688,-0.27146,,,,,
